id_ticket,id_unidade,nome_unidade,data_entrada,data_saida,tipo_cliente,forma_pagamento,valor,estado,dia_semana,mes,ano,turno
28,1,Aeroporto Galeão,2023-01-18 04:32:41,2023-01-18 07:40:03.684837,Mensalista,Crédito,200.0,RJ,Wednesday,1,2023,Manhã
29,1,Aeroporto Galeão,2023-01-30 13:46:55,2023-01-30 14:40:11.027241,Rotativo,PIX,4.44,RJ,Monday,1,2023,Tarde
30,1,Aeroporto Galeão,2023-01-03 20:05:57,2023-01-03 23:53:38.115863,Rotativo,Débito,18.97,RJ,Tuesday,1,2023,Noite
31,1,Aeroporto Galeão,2023-01-10 22:53:17,2023-01-10 23:01:09.810074,Rotativo,Dinheiro,0.66,RJ,Tuesday,1,2023,Noite
32,1,Aeroporto Galeão,2023-01-20 13:10:00,2023-01-20 15:21:33.949304,Mensalista,Crédito,200.0,RJ,Friday,1,2023,Tarde
33,1,Aeroporto Galeão,2023-01-19 07:00:03,2023-01-19 11:21:55.213769,Rotativo,Débito,21.82,RJ,Thursday,1,2023,Manhã
34,1,Aeroporto Galeão,2023-01-23 02:31:56,2023-01-23 09:39:46.310945,Convênio,Débito,21.225543951389923,RJ,Monday,1,2023,Manhã
35,1,Aeroporto Galeão,2023-01-02 08:17:51,2023-01-02 11:14:43.007760,Rotativo,Débito,14.74,RJ,Monday,1,2023,Manhã
36,1,Aeroporto Galeão,2023-01-25 10:32:10,2023-01-25 13:00:59.172153,Rotativo,Dinheiro,12.4,RJ,Wednesday,1,2023,Manhã
37,1,Aeroporto Galeão,2023-01-03 08:28:32,2023-01-03 08:42:14.005533,Rotativo,PIX,1.14,RJ,Tuesday,1,2023,Manhã
38,1,Aeroporto Galeão,2023-01-28 03:40:38,2023-01-28 04:58:02.449656,Mensalista,Dinheiro,200.0,RJ,Saturday,1,2023,Manhã
39,1,Aeroporto Galeão,2023-01-13 10:07:14,2023-01-13 14:52:59.111815,Rotativo,Débito,23.81,RJ,Friday,1,2023,Manhã
40,1,Aeroporto Galeão,2023-01-15 23:08:40,2023-01-16 00:41:48.520447,Rotativo,Débito,7.76,RJ,Sunday,1,2023,Noite
41,1,Aeroporto Galeão,2023-01-27 13:16:59,2023-01-27 13:26:35.750806,Rotativo,Crédito,0.8,RJ,Friday,1,2023,Tarde
42,1,Aeroporto Galeão,2023-01-06 13:28:40,2023-01-06 17:43:34.022663,Mensalista,Crédito,200.0,RJ,Friday,1,2023,Tarde
43,1,Aeroporto Galeão,2023-01-12 07:37:40,2023-01-12 09:38:05.158172,Convênio,Dinheiro,14.368808744336672,RJ,Thursday,1,2023,Manhã
44,1,Aeroporto Galeão,2023-01-22 09:43:13,2023-01-22 10:47:51.840707,Convênio,Dinheiro,26.14880310328125,RJ,Sunday,1,2023,Manhã
45,1,Aeroporto Galeão,2023-01-23 23:35:39,2023-01-24 04:07:21.547075,Rotativo,Débito,22.64,RJ,Monday,1,2023,Noite
46,1,Aeroporto Galeão,2023-01-03 22:10:40,2023-01-03 22:48:46.978541,Mensalista,Débito,200.0,RJ,Tuesday,1,2023,Noite
47,1,Aeroporto Galeão,2023-01-21 06:13:51,2023-01-21 09:38:18.574032,Convênio,PIX,13.293117062858835,RJ,Saturday,1,2023,Manhã
48,1,Aeroporto Galeão,2023-01-18 08:54:47,2023-01-18 10:26:26.083162,Rotativo,Débito,7.64,RJ,Wednesday,1,2023,Manhã
49,1,Aeroporto Galeão,2023-01-06 16:49:49,2023-01-06 17:05:08.298819,Rotativo,PIX,1.28,RJ,Friday,1,2023,Tarde
50,1,Aeroporto Galeão,2023-01-13 09:49:42,2023-01-13 10:11:48.763510,Rotativo,Dinheiro,1.84,RJ,Friday,1,2023,Manhã
51,2,Barra da Tijuca,2023-01-30 23:18:06,2023-01-31 01:43:47.426234,Rotativo,Débito,12.14,RJ,Monday,1,2023,Noite
52,2,Barra da Tijuca,2023-01-23 20:16:40,2023-01-23 20:51:48.997353,Rotativo,PIX,2.93,RJ,Monday,1,2023,Noite
53,2,Barra da Tijuca,2023-01-08 11:48:24,2023-01-08 13:10:55.146805,Rotativo,Débito,6.88,RJ,Sunday,1,2023,Manhã
54,2,Barra da Tijuca,2023-01-27 02:02:11,2023-01-27 14:13:17.756808,Rotativo,Crédito,60.93,RJ,Friday,1,2023,Manhã
55,2,Barra da Tijuca,2023-01-08 01:10:07,2023-01-08 02:33:56.341356,Rotativo,Débito,6.99,RJ,Sunday,1,2023,Manhã
56,2,Barra da Tijuca,2023-01-26 11:29:07,2023-01-26 12:19:54.247539,Mensalista,Crédito,200.0,RJ,Thursday,1,2023,Manhã
57,2,Barra da Tijuca,2023-01-13 09:44:53,2023-01-13 10:03:40.022199,Rotativo,Dinheiro,1.57,RJ,Friday,1,2023,Manhã
58,2,Barra da Tijuca,2023-01-03 07:40:53,2023-01-03 09:17:28.694278,Mensalista,PIX,200.0,RJ,Tuesday,1,2023,Manhã
59,2,Barra da Tijuca,2023-01-30 20:39:01,2023-01-30 23:31:04.990909,Rotativo,PIX,14.34,RJ,Monday,1,2023,Noite
60,2,Barra da Tijuca,2023-01-29 11:27:25,2023-01-29 14:42:26.880822,Rotativo,Crédito,16.25,RJ,Sunday,1,2023,Manhã
61,2,Barra da Tijuca,2023-01-07 23:51:49,2023-01-08 01:52:16.632355,Mensalista,Dinheiro,200.0,RJ,Saturday,1,2023,Noite
62,2,Barra da Tijuca,2023-01-16 14:24:16,2023-01-16 17:36:24.622593,Rotativo,PIX,16.01,RJ,Monday,1,2023,Tarde
63,2,Barra da Tijuca,2023-01-29 23:24:19,2023-01-29 23:49:05.311168,Rotativo,Dinheiro,2.06,RJ,Sunday,1,2023,Noite
64,2,Barra da Tijuca,2023-01-15 05:12:06,2023-01-15 05:59:26.142229,Rotativo,Crédito,3.94,RJ,Sunday,1,2023,Manhã
65,2,Barra da Tijuca,2023-01-09 05:05:01,2023-01-09 06:31:07.940209,Rotativo,Dinheiro,7.18,RJ,Monday,1,2023,Manhã
66,2,Barra da Tijuca,2023-01-08 20:26:19,2023-01-08 20:38:27.072910,Convênio,Dinheiro,17.734706926010748,RJ,Sunday,1,2023,Noite
67,2,Barra da Tijuca,2023-01-18 09:33:58,2023-01-18 15:05:12.475488,Rotativo,Dinheiro,27.6,RJ,Wednesday,1,2023,Manhã
68,2,Barra da Tijuca,2023-01-24 21:17:02,2023-01-24 23:56:29.657576,Rotativo,PIX,13.29,RJ,Tuesday,1,2023,Noite
69,2,Barra da Tijuca,2023-01-14 21:14:44,2023-01-15 01:26:32.002692,Rotativo,Dinheiro,20.98,RJ,Saturday,1,2023,Noite
70,2,Barra da Tijuca,2023-01-13 13:10:47,2023-01-13 13:33:51.684274,Convênio,Dinheiro,20.59301156712013,RJ,Friday,1,2023,Tarde
71,2,Barra da Tijuca,2023-01-08 05:02:11,2023-01-08 05:35:24.514727,Rotativo,Dinheiro,2.77,RJ,Sunday,1,2023,Manhã
72,2,Barra da Tijuca,2023-01-17 17:58:06,2023-01-17 19:36:09.188685,Convênio,PIX,16.780595820974014,RJ,Tuesday,1,2023,Tarde
73,2,Barra da Tijuca,2023-01-03 01:42:55,2023-01-03 02:34:27.886834,Mensalista,PIX,200.0,RJ,Tuesday,1,2023,Manhã
74,2,Barra da Tijuca,2023-01-28 03:59:31,2023-01-28 07:52:20.415131,Rotativo,Débito,19.4,RJ,Saturday,1,2023,Manhã
75,2,Barra da Tijuca,2023-01-05 22:50:40,2023-01-06 00:53:56.636994,Rotativo,Dinheiro,10.27,RJ,Thursday,1,2023,Noite
76,2,Barra da Tijuca,2023-01-06 15:22:13,2023-01-06 18:26:51.661104,Mensalista,Crédito,200.0,RJ,Friday,1,2023,Tarde
77,2,Barra da Tijuca,2023-01-20 02:18:46,2023-01-20 02:19:52.525160,Rotativo,PIX,0.09,RJ,Friday,1,2023,Manhã
78,2,Barra da Tijuca,2023-01-13 13:53:39,2023-01-13 21:10:04.048243,Rotativo,Crédito,36.37,RJ,Friday,1,2023,Tarde
79,2,Barra da Tijuca,2023-01-20 17:02:28,2023-01-20 18:37:57.024492,Mensalista,Dinheiro,200.0,RJ,Friday,1,2023,Tarde
80,2,Barra da Tijuca,2023-01-17 09:09:13,2023-01-17 19:32:39.180668,Rotativo,Dinheiro,51.95,RJ,Tuesday,1,2023,Manhã
81,2,Barra da Tijuca,2023-01-18 00:25:04,2023-01-18 00:57:33.931065,Rotativo,Dinheiro,2.71,RJ,Wednesday,1,2023,Manhã
82,2,Barra da Tijuca,2023-01-22 04:10:14,2023-01-22 05:05:00.411242,Mensalista,PIX,200.0,RJ,Sunday,1,2023,Manhã
83,2,Barra da Tijuca,2023-01-22 19:33:01,2023-01-22 21:41:38.055675,Mensalista,Dinheiro,200.0,RJ,Sunday,1,2023,Noite
84,2,Barra da Tijuca,2023-01-25 09:42:53,2023-01-25 11:08:11.714436,Mensalista,Crédito,200.0,RJ,Wednesday,1,2023,Manhã
85,2,Barra da Tijuca,2023-01-25 23:20:12,2023-01-25 23:53:45.841466,Convênio,Débito,19.734843059189103,RJ,Wednesday,1,2023,Noite
86,2,Barra da Tijuca,2023-01-11 04:03:41,2023-01-11 08:47:32.686274,Rotativo,Débito,23.66,RJ,Wednesday,1,2023,Manhã
87,2,Barra da Tijuca,2023-01-10 15:49:45,2023-01-10 17:13:33.734336,Mensalista,Dinheiro,200.0,RJ,Tuesday,1,2023,Tarde
88,2,Barra da Tijuca,2023-01-06 16:31:10,2023-01-06 20:30:43.599393,Rotativo,Dinheiro,19.96,RJ,Friday,1,2023,Tarde
89,2,Barra da Tijuca,2023-01-01 09:35:22,2023-01-01 10:14:54.957052,Rotativo,Débito,3.3,RJ,Sunday,1,2023,Manhã
90,2,Barra da Tijuca,2023-01-17 06:30:16,2023-01-17 06:35:36.997507,Convênio,Crédito,29.078571540051747,RJ,Tuesday,1,2023,Manhã
91,2,Barra da Tijuca,2023-01-17 03:52:27,2023-01-17 08:48:04.271169,Rotativo,Débito,24.64,RJ,Tuesday,1,2023,Manhã
92,2,Barra da Tijuca,2023-01-28 22:45:59,2023-01-29 04:53:04.790050,Rotativo,Crédito,30.59,RJ,Saturday,1,2023,Noite
93,2,Barra da Tijuca,2023-01-10 23:15:48,2023-01-11 06:03:54.062516,Convênio,Débito,11.506925120122563,RJ,Tuesday,1,2023,Noite
94,2,Barra da Tijuca,2023-01-17 22:10:18,2023-01-17 22:54:04.897263,Rotativo,Débito,3.65,RJ,Tuesday,1,2023,Noite
95,2,Barra da Tijuca,2023-01-07 05:33:52,2023-01-07 06:19:36.252866,Rotativo,Débito,3.81,RJ,Saturday,1,2023,Manhã
96,2,Barra da Tijuca,2023-01-12 05:52:54,2023-01-12 06:53:08.522247,Convênio,PIX,21.4012234017873,RJ,Thursday,1,2023,Manhã
97,2,Barra da Tijuca,2023-01-18 19:18:34,2023-01-18 19:30:50.043021,Mensalista,Crédito,200.0,RJ,Wednesday,1,2023,Noite
98,2,Barra da Tijuca,2023-01-30 00:01:14,2023-01-30 00:54:32.059500,Rotativo,Crédito,4.44,RJ,Monday,1,2023,Manhã
99,2,Barra da Tijuca,2023-01-20 11:48:07,2023-01-20 15:59:56.982193,Mensalista,Débito,200.0,RJ,Friday,1,2023,Manhã
100,2,Barra da Tijuca,2023-01-16 00:42:32,2023-01-16 01:00:09.693698,Mensalista,PIX,200.0,RJ,Monday,1,2023,Manhã
101,3,Centro,2023-01-04 13:12:56,2023-01-04 13:54:38.447007,Convênio,PIX,15.124138871889162,RJ,Wednesday,1,2023,Tarde
102,3,Centro,2023-01-29 11:11:46,2023-01-29 13:05:13.581292,Rotativo,PIX,9.45,RJ,Sunday,1,2023,Manhã
103,3,Centro,2023-01-08 02:06:32,2023-01-08 03:30:04.527518,Mensalista,Débito,200.0,RJ,Sunday,1,2023,Manhã
104,3,Centro,2023-01-08 20:39:24,2023-01-08 20:48:13.797195,Rotativo,Crédito,0.74,RJ,Sunday,1,2023,Noite
105,3,Centro,2023-01-31 02:52:02,2023-01-31 07:16:54.729030,Rotativo,Dinheiro,22.07,RJ,Tuesday,1,2023,Manhã
106,3,Centro,2023-01-03 17:41:39,2023-01-03 19:25:25.571401,Rotativo,PIX,8.65,RJ,Tuesday,1,2023,Tarde
107,3,Centro,2023-01-27 02:31:11,2023-01-27 02:35:34.549550,Rotativo,PIX,0.37,RJ,Friday,1,2023,Manhã
108,3,Centro,2023-01-25 19:23:42,2023-01-26 03:24:43.796324,Convênio,Crédito,10.610004998780989,RJ,Wednesday,1,2023,Noite
109,3,Centro,2023-01-25 04:34:43,2023-01-25 04:39:17.057195,Convênio,Crédito,20.74164854393311,RJ,Wednesday,1,2023,Manhã
110,3,Centro,2023-01-05 17:18:16,2023-01-05 18:05:43.541459,Convênio,Dinheiro,14.316420549936863,RJ,Thursday,1,2023,Tarde
111,3,Centro,2023-01-31 20:01:03,2023-01-31 21:58:04.581254,Rotativo,Débito,9.75,RJ,Tuesday,1,2023,Noite
112,3,Centro,2023-01-06 09:39:01,2023-01-06 10:04:57.230708,Rotativo,PIX,2.16,RJ,Friday,1,2023,Manhã
113,3,Centro,2023-01-17 22:05:07,2023-01-18 00:06:51.669627,Mensalista,Débito,200.0,RJ,Tuesday,1,2023,Noite
114,3,Centro,2023-01-14 07:42:40,2023-01-14 14:41:36.914207,Mensalista,PIX,200.0,RJ,Saturday,1,2023,Manhã
115,3,Centro,2023-01-30 19:38:06,2023-01-30 22:48:22.708654,Rotativo,Dinheiro,15.86,RJ,Monday,1,2023,Noite
116,3,Centro,2023-01-25 07:19:25,2023-01-25 10:02:56.759843,Rotativo,Crédito,13.63,RJ,Wednesday,1,2023,Manhã
117,3,Centro,2023-01-23 11:20:57,2023-01-23 17:55:26.135448,Convênio,Débito,23.76999801530733,RJ,Monday,1,2023,Manhã
118,3,Centro,2023-01-13 23:39:40,2023-01-13 23:46:51.679895,Convênio,PIX,15.004857963291906,RJ,Friday,1,2023,Noite
119,3,Centro,2023-01-12 15:57:02,2023-01-12 17:32:38.892668,Mensalista,Dinheiro,200.0,RJ,Thursday,1,2023,Tarde
120,3,Centro,2023-01-29 18:50:39,2023-01-30 00:17:56.618904,Mensalista,Débito,200.0,RJ,Sunday,1,2023,Noite
121,3,Centro,2023-01-15 04:24:20,2023-01-15 07:05:00.925315,Mensalista,Crédito,200.0,RJ,Sunday,1,2023,Manhã
122,3,Centro,2023-01-08 08:10:51,2023-01-08 10:47:59.248422,Rotativo,Crédito,13.09,RJ,Sunday,1,2023,Manhã
123,3,Centro,2023-01-03 12:18:33,2023-01-03 13:11:21.101731,Mensalista,Débito,200.0,RJ,Tuesday,1,2023,Tarde
124,3,Centro,2023-01-01 21:25:10,2023-01-01 22:15:22.245907,Rotativo,PIX,4.18,RJ,Sunday,1,2023,Noite
125,3,Centro,2023-01-18 08:22:41,2023-01-18 08:27:40.386454,Convênio,Dinheiro,13.506605397786771,RJ,Wednesday,1,2023,Manhã
126,3,Centro,2023-01-19 08:01:04,2023-01-19 08:03:08.632433,Mensalista,Débito,200.0,RJ,Thursday,1,2023,Manhã
127,3,Centro,2023-01-01 02:35:05,2023-01-01 03:52:03.442391,Rotativo,Crédito,6.41,RJ,Sunday,1,2023,Manhã
128,3,Centro,2023-01-23 22:58:39,2023-01-24 01:04:33.065130,Rotativo,Crédito,10.49,RJ,Monday,1,2023,Noite
129,3,Centro,2023-01-02 08:20:07,2023-01-02 10:21:05.424659,Rotativo,PIX,10.08,RJ,Monday,1,2023,Manhã
130,3,Centro,2023-01-03 01:08:37,2023-01-03 01:10:28.044618,Convênio,Dinheiro,27.129796823766444,RJ,Tuesday,1,2023,Manhã
131,3,Centro,2023-01-28 12:01:49,2023-01-28 14:10:48.818301,Rotativo,Dinheiro,10.75,RJ,Saturday,1,2023,Tarde
132,3,Centro,2023-01-03 18:43:11,2023-01-04 00:28:50.382750,Convênio,Dinheiro,21.715511625469265,RJ,Tuesday,1,2023,Noite
133,3,Centro,2023-01-08 10:08:20,2023-01-08 15:46:24.239279,Mensalista,Crédito,200.0,RJ,Sunday,1,2023,Manhã
134,3,Centro,2023-01-22 17:40:24,2023-01-22 19:22:37.184768,Rotativo,Débito,8.52,RJ,Sunday,1,2023,Tarde
135,3,Centro,2023-01-07 19:37:58,2023-01-07 21:12:37.463396,Convênio,PIX,26.408536875425362,RJ,Saturday,1,2023,Noite
136,3,Centro,2023-01-05 20:47:27,2023-01-05 22:53:56.328145,Rotativo,Débito,10.54,RJ,Thursday,1,2023,Noite
137,3,Centro,2023-01-19 17:12:33,2023-01-19 17:21:10.565918,Rotativo,Crédito,0.72,RJ,Thursday,1,2023,Tarde
138,3,Centro,2023-01-08 17:13:13,2023-01-08 17:17:59.146049,Mensalista,PIX,200.0,RJ,Sunday,1,2023,Tarde
139,3,Centro,2023-01-26 14:49:14,2023-01-26 14:58:05.717314,Rotativo,Crédito,0.74,RJ,Thursday,1,2023,Tarde
140,3,Centro,2023-01-07 03:26:03,2023-01-07 05:43:23.326244,Rotativo,PIX,11.44,RJ,Saturday,1,2023,Manhã
141,3,Centro,2023-01-04 23:59:34,2023-01-05 00:39:17.800961,Rotativo,Débito,3.31,RJ,Wednesday,1,2023,Noite
142,3,Centro,2023-01-14 12:53:58,2023-01-14 13:45:21.235227,Convênio,Dinheiro,24.701420876077716,RJ,Saturday,1,2023,Tarde
143,3,Centro,2023-01-14 14:58:03,2023-01-14 18:13:17.369803,Rotativo,Crédito,16.27,RJ,Saturday,1,2023,Tarde
144,3,Centro,2023-01-15 01:58:20,2023-01-15 03:04:25.252666,Mensalista,PIX,200.0,RJ,Sunday,1,2023,Manhã
145,3,Centro,2023-01-22 23:47:29,2023-01-23 09:06:19.435209,Rotativo,Crédito,46.57,RJ,Sunday,1,2023,Noite
146,3,Centro,2023-01-21 03:34:59,2023-01-21 04:09:30.468836,Mensalista,PIX,200.0,RJ,Saturday,1,2023,Manhã
147,3,Centro,2023-01-02 14:39:32,2023-01-02 19:59:56.993056,Convênio,Débito,23.596895598004917,RJ,Monday,1,2023,Tarde
148,3,Centro,2023-01-24 12:21:13,2023-01-24 15:02:49.404075,Rotativo,Crédito,13.47,RJ,Tuesday,1,2023,Tarde
149,3,Centro,2023-01-26 03:58:42,2023-01-26 08:38:06.808902,Mensalista,Dinheiro,200.0,RJ,Thursday,1,2023,Manhã
150,3,Centro,2023-01-08 06:58:32,2023-01-08 07:57:46.427093,Rotativo,PIX,4.94,RJ,Sunday,1,2023,Manhã
151,4,Copacabana,2023-01-07 19:31:32,2023-01-07 20:30:41.516869,Rotativo,Débito,4.93,RJ,Saturday,1,2023,Noite
152,4,Copacabana,2023-01-15 05:06:13,2023-01-15 08:51:36.424320,Rotativo,Dinheiro,18.78,RJ,Sunday,1,2023,Manhã
153,4,Copacabana,2023-01-14 06:40:50,2023-01-14 12:40:28.201159,Convênio,PIX,19.8605131554361,RJ,Saturday,1,2023,Manhã
154,4,Copacabana,2023-01-09 16:50:37,2023-01-09 17:01:03.097663,Rotativo,Dinheiro,0.87,RJ,Monday,1,2023,Tarde
155,4,Copacabana,2023-01-08 02:44:40,2023-01-08 03:32:29.101609,Mensalista,Dinheiro,200.0,RJ,Sunday,1,2023,Manhã
156,4,Copacabana,2023-01-15 20:02:12,2023-01-16 01:52:53.138761,Mensalista,PIX,200.0,RJ,Sunday,1,2023,Noite
157,4,Copacabana,2023-01-04 01:50:30,2023-01-04 02:01:58.586015,Rotativo,PIX,0.96,RJ,Wednesday,1,2023,Manhã
158,4,Copacabana,2023-01-21 19:40:55,2023-01-22 06:41:26.805951,Rotativo,PIX,55.04,RJ,Saturday,1,2023,Noite
159,4,Copacabana,2023-01-27 00:32:14,2023-01-27 04:54:37.654382,Rotativo,Crédito,21.87,RJ,Friday,1,2023,Manhã
160,4,Copacabana,2023-01-03 08:36:22,2023-01-03 15:31:52.741763,Mensalista,Crédito,200.0,RJ,Tuesday,1,2023,Manhã
161,4,Copacabana,2023-01-06 14:47:49,2023-01-06 16:43:21.920894,Rotativo,PIX,9.63,RJ,Friday,1,2023,Tarde
162,4,Copacabana,2023-01-16 17:31:32,2023-01-16 18:38:10.053869,Rotativo,Débito,5.55,RJ,Monday,1,2023,Tarde
163,4,Copacabana,2023-01-07 14:36:05,2023-01-07 18:03:06.338147,Mensalista,Débito,200.0,RJ,Saturday,1,2023,Tarde
164,4,Copacabana,2023-01-29 02:08:05,2023-01-29 03:34:30.160145,Rotativo,Dinheiro,7.2,RJ,Sunday,1,2023,Manhã
165,4,Copacabana,2023-01-06 13:47:52,2023-01-06 14:44:07.630594,Rotativo,Dinheiro,4.69,RJ,Friday,1,2023,Tarde
166,4,Copacabana,2023-01-01 14:12:53,2023-01-01 14:45:17.610147,Convênio,Débito,25.067563705178834,RJ,Sunday,1,2023,Tarde
167,4,Copacabana,2023-01-09 16:33:58,2023-01-09 17:30:36.551197,Rotativo,Débito,4.72,RJ,Monday,1,2023,Tarde
168,4,Copacabana,2023-01-10 15:24:04,2023-01-10 16:21:02.525691,Mensalista,Crédito,200.0,RJ,Tuesday,1,2023,Tarde
169,4,Copacabana,2023-01-23 20:14:05,2023-01-24 00:58:16.311263,Rotativo,PIX,23.68,RJ,Monday,1,2023,Noite
170,4,Copacabana,2023-01-22 17:43:08,2023-01-22 18:18:14.746850,Rotativo,Crédito,2.93,RJ,Sunday,1,2023,Tarde
171,4,Copacabana,2023-01-05 06:54:50,2023-01-05 07:01:47.243104,Rotativo,Débito,0.58,RJ,Thursday,1,2023,Manhã
172,4,Copacabana,2023-01-10 07:55:34,2023-01-10 11:23:13.036921,Mensalista,PIX,200.0,RJ,Tuesday,1,2023,Manhã
173,4,Copacabana,2023-01-31 02:07:45,2023-01-31 03:52:48.987196,Convênio,PIX,19.554297817604553,RJ,Tuesday,1,2023,Manhã
174,4,Copacabana,2023-01-19 19:44:26,2023-01-19 19:54:49.010951,Mensalista,Débito,200.0,RJ,Thursday,1,2023,Noite
175,4,Copacabana,2023-01-02 11:25:04,2023-01-02 18:01:24.664765,Rotativo,Dinheiro,33.03,RJ,Monday,1,2023,Manhã
176,4,Copacabana,2023-01-02 01:49:32,2023-01-02 03:26:57.982867,Rotativo,Dinheiro,8.12,RJ,Monday,1,2023,Manhã
177,4,Copacabana,2023-01-19 17:21:33,2023-01-19 18:51:34.031403,Convênio,Débito,15.059803359784823,RJ,Thursday,1,2023,Tarde
178,4,Copacabana,2023-01-17 19:20:15,2023-01-17 21:42:54.304965,Rotativo,PIX,11.89,RJ,Tuesday,1,2023,Noite
179,4,Copacabana,2023-01-06 02:04:15,2023-01-06 04:03:21.923691,Mensalista,PIX,200.0,RJ,Friday,1,2023,Manhã
180,4,Copacabana,2023-01-31 18:29:22,2023-02-01 05:26:59.217094,Mensalista,PIX,200.0,RJ,Tuesday,1,2023,Noite
181,4,Copacabana,2023-01-03 06:45:56,2023-01-03 11:23:38.475940,Rotativo,Dinheiro,23.14,RJ,Tuesday,1,2023,Manhã
182,4,Copacabana,2023-01-03 21:39:52,2023-01-04 04:02:18.047715,Rotativo,Crédito,31.87,RJ,Tuesday,1,2023,Noite
183,4,Copacabana,2023-01-03 08:33:48,2023-01-03 09:46:46.861886,Mensalista,Dinheiro,200.0,RJ,Tuesday,1,2023,Manhã
184,4,Copacabana,2023-01-13 04:21:53,2023-01-13 04:44:11.796761,Mensalista,Dinheiro,200.0,RJ,Friday,1,2023,Manhã
